taxonomy	Kingdom	Phylum	Class	Order	Family	Genus
ASV_3550	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter
ASV_3551	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
ASV_3552	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Tardiphaga
ASV_3553	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
ASV_3554	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3555	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_3556	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
ASV_3557	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA
ASV_3558	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA
ASV_3559	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA
ASV_356	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV_3560	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV_3561	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA
ASV_3562	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
ASV_3563	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_3564	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
ASV_3565	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_3566	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
ASV_3567	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	NA	NA
ASV_3568	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_3569	Bacteria	Patescibacteria	Microgenomatia	Candidatus Amesbacteria	NA	NA
ASV_357	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_3570	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA
ASV_3571	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	NA
ASV_3572	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
ASV_3573	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA
ASV_3574	Bacteria	Chloroflexi	SHA-26	NA	NA	NA
ASV_3575	Bacteria	Acidobacteriota	Acidobacteriae	GOUTB8	NA	NA
ASV_3576	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_3577	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_3578	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	NA
ASV_3579	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_358	Bacteria	WS4	NA	NA	NA	NA
ASV_3580	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella
ASV_3581	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella
ASV_3582	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax
ASV_3583	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_3584	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	SR-FBR-L83	NA
ASV_3585	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
ASV_3586	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera
ASV_3587	Bacteria	Armatimonadota	NA	NA	NA	NA
ASV_3588	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3589	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_359	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_3590	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_3591	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Candidatus Planktophila
ASV_3592	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus
ASV_3593	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_3594	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA
ASV_3595	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_3596	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_3597	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter
ASV_3598	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_3599	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter
ASV_36	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_360	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus
ASV_3600	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
ASV_3601	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3602	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_3603	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_3604	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
ASV_3605	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_3606	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter
ASV_3607	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_3608	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylobacter
ASV_3609	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
ASV_361	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_3610	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_3611	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_3612	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_3613	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Telluria
ASV_3614	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_3615	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
ASV_3616	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
ASV_3617	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Candidatus Planktophila
ASV_3618	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_3619	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Homoserinimonas
ASV_362	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus
ASV_3620	Bacteria	Nitrospirota	4/29/01	NA	NA	NA
ASV_3621	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_3622	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA
ASV_3623	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	37-13	NA
ASV_3624	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_3625	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia
ASV_3626	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia
ASV_3627	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_3628	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	NA
ASV_3629	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Actimicrobium
ASV_363	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_3630	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_3631	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_3632	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1
ASV_3633	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
ASV_3634	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
ASV_3635	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
ASV_3636	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaI cluster
ASV_3637	Bacteria	WS4	NA	NA	NA	NA
ASV_3638	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA
ASV_3639	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_364	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	NA	NA
ASV_3640	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus
ASV_3641	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Anaerovorax
ASV_3642	Bacteria	Acidobacteriota	Blastocatellia	Elev-16S-573	NA	NA
ASV_3643	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_3644	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
ASV_3645	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_3646	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Pelospora
ASV_3647	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
ASV_3648	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_3649	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_365	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA
ASV_3650	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
ASV_3651	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV_3652	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Galbitalea
ASV_3653	Bacteria	NA	NA	NA	NA	NA
ASV_3654	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_3655	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_3656	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
ASV_3657	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus
ASV_3658	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
ASV_3659	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter
ASV_366	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
ASV_3660	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	Gallionella
ASV_3661	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_3662	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA
ASV_3663	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
ASV_3664	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Fodinibacter
ASV_3665	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
ASV_3666	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067
ASV_3667	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA
ASV_3668	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3669	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus
ASV_367	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	NA
ASV_3670	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Nitrobacter
ASV_3671	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_3672	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	NA
ASV_3673	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_3674	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV_3675	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
ASV_3676	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
ASV_3677	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Thermoactinomyces
ASV_3678	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter
ASV_3679	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_368	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
ASV_3680	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_3681	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA
ASV_3682	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	NA
ASV_3683	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea
ASV_3684	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_3685	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_3686	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin516
ASV_3687	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_3688	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
ASV_3689	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_369	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter
ASV_3690	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_3691	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_3692	Bacteria	NA	NA	NA	NA	NA
ASV_3693	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV_3694	Bacteria	Chloroflexi	Gitt-GS-136	NA	NA	NA
ASV_3695	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_3696	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas
ASV_3697	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	NA
ASV_3698	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA
ASV_3699	Bacteria	Chloroflexi	Chloroflexia	Elev-1554	NA	NA
ASV_37	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus
ASV_370	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA
ASV_3700	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium
ASV_3701	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
ASV_3702	Bacteria	Chloroflexi	SHA-26	NA	NA	NA
ASV_3703	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
ASV_3704	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_3705	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
ASV_3706	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus
ASV_3707	Bacteria	RCP2-54	NA	NA	NA	NA
ASV_3708	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_3709	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_371	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ruminiclostridium
ASV_3710	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_3711	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 13
ASV_3712	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
ASV_3713	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
ASV_3714	Bacteria	Chloroflexi	SHA-26	NA	NA	NA
ASV_3715	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
ASV_3716	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_3717	Bacteria	Firmicutes	BRH-c20a	NA	NA	NA
ASV_3718	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
ASV_3719	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
ASV_372	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA
ASV_3720	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA
ASV_3721	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_3722	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_3723	Bacteria	NA	NA	NA	NA	NA
ASV_3724	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA
ASV_3725	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas
ASV_3726	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	NA
ASV_3727	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	NA
ASV_3728	Bacteria	WS1	NA	NA	NA	NA
ASV_3729	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_373	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas
ASV_3730	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_3731	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV_3732	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_3733	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
ASV_3734	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella
ASV_3735	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13
ASV_3736	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
ASV_3737	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	NA
ASV_3738	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
ASV_3739	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
ASV_374	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	NA
ASV_3740	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
ASV_3741	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	NA	NA
ASV_3742	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA
ASV_3743	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	B1-7BS	NA
ASV_3744	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	JG30a-KF-32
ASV_3745	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_3746	Bacteria	Elusimicrobiota	Lineage IIa	NA	NA	NA
ASV_3747	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus
ASV_3748	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_3749	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	NA	NA
ASV_375	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV_3750	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV_3751	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
ASV_3752	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
ASV_3753	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_3754	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV_3755	Bacteria	Elusimicrobiota	Lineage IIa	NA	NA	NA
ASV_3756	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_3757	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylobacter
ASV_3758	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GOUTA6
ASV_3759	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir2 lineage
ASV_376	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_3760	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_3761	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
ASV_3762	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes BD2-2	NA
ASV_3763	Bacteria	Nitrospirota	Thermodesulfovibrionia	NA	NA	NA
ASV_3764	Bacteria	Verrucomicrobiota	Verrucomicrobiae	LD1-PB3	NA	NA
ASV_3765	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Gallionellaceae	NA
ASV_3766	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_3767	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter
ASV_3768	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV_3769	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	NA
ASV_377	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Z4MB62	NA
ASV_3770	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_3771	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA
ASV_3772	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Aestuariimicrobium
ASV_3773	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_3774	Bacteria	Chloroflexi	Dehalococcoidia	FW22	NA	NA
ASV_3775	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA
ASV_3776	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_3777	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA
ASV_3778	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter
ASV_3779	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaera
ASV_378	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07
ASV_3780	Bacteria	Nitrospirota	4/29/01	NA	NA	NA
ASV_3781	Bacteria	Armatimonadota	NA	NA	NA	NA
ASV_3782	Bacteria	RCP2-54	NA	NA	NA	NA
ASV_3783	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola
ASV_3784	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA
ASV_3785	Bacteria	Chloroflexi	Anaerolineae	SJA-15	NA	NA
ASV_3786	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
ASV_3787	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV_3788	Bacteria	WS4	NA	NA	NA	NA
ASV_3789	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix
ASV_379	Bacteria	Firmicutes	Thermacetogenia	Thermacetogeniales	Thermacetogeniaceae	NA
ASV_3790	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
ASV_3791	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_3792	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella
ASV_3793	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	NA	NA
ASV_3794	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Pullulanibacillus
ASV_3795	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium
ASV_3796	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
